Invoice no,Customer id,Product id list,Invoice date,Shopping mall
INV02656,C00520,"P00378,P00438,P00384",19/11/2024,ST
INV02657,C00414,"P00117,P00096",24/04/2024,TKO
INV02658,C00954,"P00117,P00096",09/02/2025,TKO
INV02659,C01099,"P00183,P00224,P00483",30/05/2025,CYB
INV02660,C00358,"P00080,P00041",05/07/2025,MK
INV02661,C00254,"P00117,P00096,P00079",05/04/2025,TKO
INV02662,C00845,"P00421,P00439",29/09/2024,MK
INV02663,C00791,"P00486,P00091,P00176,P00440",28/10/2024,ST
INV02664,C00311,"P00529,P00487,P00162,P00204,P00312",05/01/2024,CYB
INV02665,C00386,"P00085,P00025,P00182",11/08/2024,CYB
INV02666,C00863,P00040,02/07/2025,MK
INV02667,C00202,"P00139,P00442,P00042,P00268",24/01/2025,CYB
INV02668,C00763,"P00024,P00145,P00136,P00291",19/12/2024,MK
INV02669,C00284,"P00388,P00340,P00191",24/07/2025,MK
INV02670,C00775,"P00117,P00096,P00507,P00361",12/04/2025,TKO
INV02671,C00480,"P00187,P00333,P00046,P00325",14/04/2024,CYB
INV02672,C00313,"P00117,P00096,P00453,P00488",05/02/2024,CYB
INV02673,C00091,"P00117,P00096,P00394,P00488",01/01/2025,TKO
INV02674,C00249,"P00025,P00207,P00105,P00006",25/12/2025,ST
INV02675,C00325,P00186,12/06/2024,TKO
INV02676,C01123,"P00117,P00096,P00368",03/05/2024,TKO
INV02677,C00148,P00512,13/01/2024,MK
INV02678,C00763,"P00022,P00100,P00077,P00088",19/05/2024,MK
INV02679,C00387,P00335,21/10/2024,CYB
INV02680,C00882,P00161,01/06/2025,TKO
INV02681,C00791,"P00173,P00059,P00163",25/05/2024,CYB
INV02682,C00894,"P00282,P00295",21/06/2024,ST
INV02683,C00087,"P00537,P00213,P00242",29/11/2024,CYB
INV02684,C01111,"P00117,P00096,P00435,P00437",29/03/2024,TKO
INV02685,C00306,"P00342,P00150,P00080,P00274",10/01/2024,TKO
INV02686,C00330,"P00214,P00065,P00276",09/12/2024,CYB
INV02687,C00238,"P00117,P00096,P00319,P00081",18/12/2024,CYB
INV02688,C01137,"P00448,P00300",11/03/2025,CYB
INV02689,C00501,"P00098,P00454,P00184,P00500",31/08/2025,CYB
INV02690,C01122,"P00117,P00096,P00512,P00514",08/01/2025,MK
INV02691,C00142,"P00117,P00096",08/03/2025,TKO
INV02692,C00816,"P00117,P00096,P00425,P00423",12/11/2024,CYB
INV02693,C01046,"P00100,P00328,P00169",18/11/2025,TKO
INV02694,C00411,"P00407,P00124,P00148,P00056",27/01/2025,TKO
INV02695,C00596,"P00117,P00096",01/10/2024,MK
INV02696,C00083,"P00342,P00362",21/12/2024,TKO
INV02697,C00959,"P00486,P00297,P00038,P00408,P00400",13/10/2024,CYB
INV02698,C01040,"P00414,P00384,P00343,P00418,P00009",26/04/2024,MK
INV02699,C00057,"P00068,P00360,P00471,P00422",10/12/2025,CYB
INV02700,C00304,P00420,09/06/2025,ST
INV02701,C00990,"P00117,P00096,P00010",12/09/2024,CYB
INV02702,C00319,"P00439,P00062,P00232,P00187,P00071",29/07/2024,TKO
INV02703,C00204,"P00080,P00283,P00237,P00034",17/08/2025,MK
INV02704,C00783,P00516,11/02/2025,CYB
INV02705,C00965,"P00117,P00096,P00481,P00466",14/08/2024,MK
INV02706,C00391,"P00031,P00445,P00439,P00386,P00200",05/02/2025,MK
INV02707,C00731,"P00488,P00322,P00537",27/01/2025,CYB
INV02708,C00409,"P00116,P00286",06/06/2025,TKO
INV02709,C00239,"P00138,P00341,P00364",14/08/2024,TKO
INV02710,C00180,"P00492,P00065,P00180,P00402",22/01/2025,MK
INV02711,C00712,"P00040,P00341,P00189",11/03/2024,CYB
INV02712,C00935,P00059,10/08/2024,MK
INV02713,C00292,"P00117,P00096",07/04/2025,TKO
INV02714,C00415,"P00316,P00166,P00345,P00113,P00257",31/05/2025,CYB
INV02715,C01112,P00014,16/06/2025,MK
INV02716,C01072,"P00117,P00096",15/11/2024,MK
INV02717,C00329,"P00457,P00158,P00202,P00104,P00278",18/02/2024,CYB
INV02718,C00560,"P00076,P00518",28/08/2025,MK
INV02719,C01089,"P00269,P00438,P00318,P00320",29/12/2025,TKO
INV02720,C00059,"P00141,P00210,P00309,P00163,P00056",14/07/2025,TKO
INV02721,C00837,"P00476,P00434",13/10/2024,TKO
INV02722,C00728,"P00494,P00094,P00068,P00365,P00270",14/02/2024,CYB
INV02723,C01083,"P00482,P00228",29/12/2024,MK
INV02724,C00282,"P00056,P00374,P00354",06/07/2024,MK
INV02725,C00414,"P00117,P00096",11/02/2024,ST
INV02726,C00523,"P00307,P00098",21/07/2024,ST
INV02727,C00970,"P00117,P00096,P00072,P00200",03/11/2024,MK
INV02728,C00302,"P00117,P00096,P00409",21/01/2025,TKO
INV02729,C00581,"P00112,P00301",30/11/2025,TKO
INV02730,C00731,"P00510,P00491,P00238",02/02/2024,MK
INV02731,C01021,"P00065,P00365,P00222",04/09/2024,TKO
INV02732,C00027,"P00146,P00284",12/05/2025,TKO
INV02733,C00620,"P00301,P00058,P00235,P00192,P00098",17/08/2024,MK
INV02734,C00639,"P00117,P00096,P00408",12/07/2024,MK
INV02735,C00695,P00064,07/05/2025,TKO
INV02736,C00234,"P00193,P00531,P00386,P00047",09/01/2025,ST
INV02737,C00901,"P00290,P00341,P00119",09/11/2025,ST
INV02738,C00951,P00174,04/11/2025,MK
INV02739,C00036,"P00134,P00256,P00285",10/03/2025,CYB
INV02740,C00036,"P00492,P00482,P00417",19/03/2025,CYB
INV02741,C00500,"P00351,P00097",12/01/2025,TKO
INV02742,C00503,"P00117,P00096,P00192",08/12/2024,ST
INV02743,C00884,"P00121,P00242,P00447",17/11/2025,MK
INV02744,C00878,"P00381,P00382,P00330,P00533,P00321",24/03/2025,MK
INV02745,C01094,P00052,24/08/2025,CYB
INV02746,C00611,"P00080,P00521",21/10/2024,MK
INV02747,C00439,"P00324,P00163,P00349,P00484",16/08/2025,CYB
INV02748,C00348,"P00117,P00096,P00121",25/09/2024,ST
INV02749,C00942,"P00527,P00295",29/03/2024,MK
INV02750,C00329,P00009,29/11/2024,ST
INV02751,C00816,"P00269,P00015,P00519,P00143,P00246",03/02/2024,MK
INV02752,C00464,"P00211,P00193,P00183,P00263,P00326",23/06/2024,TKO
INV02753,C00810,"P00117,P00096,P00513",13/05/2025,ST
INV02754,C00192,"P00394,P00054,P00373,P00147,P00206",07/08/2024,CYB
INV02755,C00026,"P00117,P00096,P00196",28/03/2024,MK
INV02756,C00699,"P00003,P00239,P00155",09/02/2024,TKO
INV02757,C00895,"P00374,P00470,P00426",19/11/2025,MK
INV02758,C00230,"P00346,P00022,P00148,P00142",19/08/2024,CYB
INV02759,C00647,P00385,04/06/2025,MK
INV02760,C00063,P00298,25/08/2025,ST
INV02761,C00856,"P00513,P00429,P00448",30/10/2025,ST
INV02762,C00505,"P00117,P00096",17/02/2024,MK
INV02763,C00506,"P00363,P00154,P00052,P00120,P00427",21/09/2024,TKO
INV02764,C00557,"P00289,P00194,P00228,P00272,P00267",19/11/2025,CYB
INV02765,C00960,"P00131,P00345,P00219,P00492,P00516",20/02/2024,MK
INV02766,C00347,"P00117,P00096",04/03/2024,CYB
INV02767,C00737,"P00250,P00438,P00232",17/07/2025,CYB
INV02768,C00154,"P00491,P00223,P00514,P00357",23/08/2024,TKO
INV02769,C00533,P00415,18/07/2024,ST
INV02770,C00390,"P00028,P00238,P00178,P00135",12/12/2024,TKO
INV02771,C00579,"P00117,P00096,P00415,P00478",24/02/2025,ST
INV02772,C00210,"P00376,P00474,P00442",12/05/2025,CYB
INV02773,C01066,P00527,16/01/2024,TKO
INV02774,C01034,"P00235,P00190,P00102",12/10/2025,TKO
INV02775,C00921,"P00117,P00096",28/09/2024,TKO
INV02776,C00127,"P00267,P00117,P00371,P00245",02/09/2024,MK
INV02777,C00837,"P00195,P00426,P00441,P00078",21/02/2024,ST
INV02778,C00451,"P00117,P00096,P00020",02/05/2025,CYB
INV02779,C00903,"P00117,P00096",12/03/2024,TKO
INV02780,C00011,"P00117,P00096,P00065",06/10/2024,CYB
INV02781,C01056,P00035,18/05/2024,MK
INV02782,C00385,"P00127,P00027,P00091,P00486",20/10/2024,MK
INV02783,C01099,"P00117,P00096",08/07/2025,MK
INV02784,C00195,"P00117,P00096",07/08/2025,MK
INV02785,C00346,"P00188,P00370",24/12/2024,MK
INV02786,C00396,"P00482,P00043,P00231",05/01/2025,MK
INV02787,C00913,"P00246,P00377,P00021",19/05/2025,TKO
INV02788,C00443,"P00457,P00388,P00241",21/03/2025,TKO
INV02789,C00925,"P00179,P00453,P00332,P00013",12/10/2025,TKO
INV02790,C00857,"P00019,P00254",12/02/2024,MK
INV02791,C00401,"P00160,P00061",16/11/2024,ST
INV02792,C00804,"P00192,P00411",12/01/2024,ST
INV02793,C00830,"P00475,P00494",02/05/2024,TKO
INV02794,C00686,"P00311,P00374",23/03/2024,ST
INV02795,C00635,"P00316,P00027",19/11/2025,TKO
INV02796,C00736,"P00381,P00462,P00083,P00115",12/02/2024,TKO
INV02797,C01090,"P00117,P00096,P00275,P00004",09/08/2025,CYB
INV02798,C00144,"P00117,P00096",05/09/2025,TKO
INV02799,C00557,"P00117,P00096,P00238,P00107",04/10/2025,ST
INV02800,C00880,"P00117,P00096,P00136,P00241",18/11/2024,TKO
INV02801,C00924,"P00472,P00098,P00183,P00009,P00523",11/07/2025,TKO
INV02802,C00501,"P00401,P00178,P00292,P00453",23/10/2025,ST
INV02803,C00850,"P00117,P00096,P00480",10/12/2024,MK
INV02804,C00597,P00511,19/11/2024,TKO
INV02805,C00679,"P00024,P00346",17/09/2025,TKO
INV02806,C00488,P00415,05/11/2024,MK
INV02807,C00644,"P00142,P00466,P00233,P00124",22/08/2024,TKO
INV02808,C00517,"P00117,P00096,P00344",27/11/2024,ST
INV02809,C00360,"P00225,P00231,P00370",17/10/2024,TKO
INV02810,C01033,"P00203,P00322",10/08/2024,MK
INV02811,C00800,"P00327,P00354,P00212,P00501",02/10/2024,TKO
INV02812,C00520,"P00312,P00033,P00209",18/04/2024,TKO
INV02813,C00924,"P00467,P00259,P00400,P00403",19/04/2025,CYB
INV02814,C00827,"P00433,P00260,P00480,P00392",13/09/2025,MK
INV02815,C00134,"P00117,P00096,P00131",17/01/2025,TKO
INV02816,C00414,"P00361,P00179,P00092,P00304",23/04/2024,TKO
INV02817,C00632,"P00154,P00292,P00371,P00137",29/05/2024,TKO
INV02818,C00394,"P00353,P00334,P00438,P00219,P00078",03/05/2024,CYB
INV02819,C01083,"P00313,P00433,P00224",19/09/2024,TKO
INV02820,C00860,P00010,28/03/2025,TKO
INV02821,C01117,"P00282,P00311,P00462,P00130",05/08/2025,TKO
INV02822,C00128,"P00117,P00096,P00014,P00125",07/05/2025,MK
INV02823,C00039,"P00117,P00096",10/10/2025,MK
INV02824,C00627,"P00494,P00093,P00355,P00163",27/07/2024,MK
INV02825,C00459,"P00322,P00233",20/05/2025,MK
INV02826,C00562,"P00117,P00096,P00404",05/11/2025,TKO
INV02827,C00320,"P00087,P00468",17/09/2025,TKO
INV02828,C00843,"P00117,P00096",12/01/2024,CYB
INV02829,C00997,"P00426,P00264,P00256,P00477,P00476",13/04/2025,MK
INV02830,C00383,P00389,09/04/2024,TKO
INV02831,C00217,"P00117,P00096,P00505,P00257",29/09/2025,MK
INV02832,C00459,"P00117,P00096,P00167",16/09/2025,CYB
INV02833,C00299,"P00299,P00363",27/11/2024,TKO
INV02834,C00862,"P00117,P00096,P00102,P00017",17/07/2025,TKO
INV02835,C00072,"P00117,P00096",13/12/2024,TKO
INV02836,C00591,"P00117,P00096,P00342,P00146",07/11/2025,TKO
INV02837,C00499,"P00366,P00425,P00336,P00240,P00490",03/10/2025,TKO
INV02838,C00212,"P00291,P00503,P00170",29/03/2024,CYB
INV02839,C00991,"P00480,P00354,P00199,P00248,P00450",19/06/2024,TKO
INV02840,C00865,"P00014,P00071,P00326",08/06/2025,CYB
INV02841,C00724,"P00530,P00291,P00524,P00126,P00367",08/10/2025,CYB
INV02842,C00370,"P00080,P00392,P00103,P00310",11/08/2024,MK
INV02843,C01040,"P00481,P00132",11/01/2025,TKO
INV02844,C00946,"P00450,P00470,P00082",26/04/2025,CYB
INV02845,C00655,"P00318,P00095,P00180,P00089,P00073",07/11/2024,TKO
INV02846,C00006,"P00117,P00096,P00401,P00252",23/06/2025,ST
INV02847,C00623,"P00117,P00096",28/01/2024,ST
INV02848,C00630,"P00117,P00096,P00055",19/04/2024,CYB
INV02849,C00696,"P00136,P00303,P00340,P00352",09/05/2024,MK
INV02850,C00072,P00465,07/06/2025,CYB
INV02851,C00561,"P00117,P00096,P00171",19/07/2025,CYB
INV02852,C00958,P00268,18/01/2024,ST
INV02853,C00996,"P00335,P00331",14/03/2025,MK
INV02854,C00248,"P00117,P00096,P00527,P00438",16/04/2024,TKO
INV02855,C00234,"P00289,P00086,P00221,P00501",12/05/2024,TKO
INV02856,C00469,"P00070,P00325,P00294,P00271",10/09/2025,MK
INV02857,C00927,"P00072,P00301",17/04/2025,MK
INV02858,C00757,"P00028,P00250",01/07/2024,MK
INV02859,C00506,"P00030,P00510,P00277",27/05/2024,ST
INV02860,C00305,"P00289,P00195,P00011",26/07/2024,CYB
INV02861,C00710,P00488,13/09/2024,ST
INV02862,C01023,"P00163,P00422",09/09/2025,MK
INV02863,C00345,P00208,17/10/2025,ST
INV02864,C00087,"P00117,P00096",17/01/2025,CYB
INV02865,C00076,P00225,15/02/2024,TKO
INV02866,C00546,"P00511,P00006",13/09/2025,MK
INV02867,C00525,"P00117,P00096,P00086,P00181",26/04/2024,TKO
INV02868,C00070,"P00534,P00158",14/06/2024,MK
INV02869,C00750,"P00117,P00096,P00226",17/03/2024,MK
INV02870,C00458,P00135,25/11/2025,ST
INV02871,C00194,"P00474,P00511,P00103,P00488,P00076",05/11/2024,TKO
INV02872,C00024,"P00117,P00096,P00323",15/06/2024,MK
INV02873,C00805,"P00117,P00096,P00073,P00373",18/06/2025,CYB
INV02874,C00937,"P00117,P00096,P00150,P00245",08/05/2024,TKO
INV02875,C00813,P00237,28/04/2024,MK
INV02876,C01011,"P00117,P00096,P00173,P00105",21/02/2025,TKO
INV02877,C00195,"P00229,P00114,P00535,P00167,P00349",02/06/2024,TKO
INV02878,C00095,"P00397,P00355",07/04/2025,TKO
INV02879,C00341,P00320,16/01/2025,ST
INV02880,C00602,"P00532,P00408,P00195,P00052",07/10/2025,CYB
INV02881,C00886,"P00117,P00096,P00503",28/02/2024,MK
INV02882,C01092,"P00353,P00154,P00395,P00382",26/07/2025,CYB
INV02883,C00076,"P00043,P00300,P00129,P00341,P00533",23/08/2025,TKO
INV02884,C00113,"P00153,P00144,P00392",14/10/2025,MK
INV02885,C00814,"P00012,P00053,P00171,P00375",20/09/2025,TKO
INV02886,C01052,"P00117,P00096",15/04/2024,ST
INV02887,C00689,"P00117,P00096,P00371",29/07/2024,TKO
INV02888,C00029,P00208,11/08/2025,TKO
INV02889,C00328,"P00117,P00096,P00152,P00099",12/09/2025,TKO
INV02890,C00971,"P00333,P00014,P00468,P00394",03/07/2025,TKO
INV02891,C00176,"P00047,P00275,P00345",13/09/2024,ST
INV02892,C00456,"P00532,P00063",14/02/2024,CYB
INV02893,C00415,"P00453,P00229",10/05/2024,CYB
INV02894,C00608,"P00117,P00096,P00362,P00349",20/07/2024,TKO
INV02895,C00559,"P00130,P00392,P00341",05/03/2025,TKO
INV02896,C01004,"P00117,P00096,P00338,P00468",10/09/2024,ST
INV02897,C00521,"P00343,P00205,P00036,P00261",10/07/2024,TKO
INV02898,C00198,"P00147,P00195,P00534,P00129,P00271",04/03/2024,TKO
INV02899,C00239,"P00150,P00072,P00524,P00381,P00342",12/05/2025,CYB
INV02900,C01071,"P00218,P00262",02/04/2024,TKO
INV02901,C00207,"P00479,P00386,P00195,P00439",19/12/2024,MK
INV02902,C00005,"P00117,P00096",30/09/2025,CYB
INV02903,C00398,P00350,12/08/2025,CYB
INV02904,C00105,"P00117,P00096,P00316",30/03/2025,ST
INV02905,C00317,"P00363,P00285,P00059",19/05/2024,TKO
INV02906,C00881,"P00161,P00371",21/02/2025,CYB
INV02907,C00738,"P00352,P00167,P00436",27/06/2025,MK
INV02908,C01131,"P00117,P00096,P00228,P00426",15/06/2024,ST
INV02909,C00145,"P00117,P00096,P00039,P00424",16/11/2024,TKO
INV02910,C00954,"P00520,P00468,P00055,P00074,P00143",12/06/2024,TKO
INV02911,C00573,"P00053,P00254",02/09/2025,TKO
INV02912,C00102,"P00205,P00500",09/06/2025,MK
INV02913,C00228,"P00286,P00217,P00248,P00467",06/07/2025,MK
INV02914,C00413,"P00449,P00033,P00165",08/03/2025,CYB
INV02915,C00841,"P00117,P00096,P00181,P00008",28/10/2025,TKO
INV02916,C00461,"P00117,P00096,P00383",25/09/2024,CYB
INV02917,C00562,"P00117,P00096,P00376,P00236",28/01/2025,MK
INV02918,C00524,"P00117,P00096,P00492,P00161",22/10/2024,CYB
INV02919,C00402,"P00380,P00187,P00125",17/09/2024,CYB
INV02920,C01119,"P00333,P00445",27/05/2025,TKO
INV02921,C01052,"P00117,P00096,P00130",25/06/2025,MK
INV02922,C00473,"P00117,P00096,P00382",02/05/2025,ST
INV02923,C00294,"P00496,P00205,P00533,P00233",26/09/2024,CYB
INV02924,C00096,"P00235,P00412,P00409,P00234,P00223",23/12/2025,TKO
INV02925,C00157,"P00067,P00198,P00429,P00405,P00313",26/11/2024,TKO
INV02926,C00622,"P00255,P00528,P00069,P00205,P00215",18/12/2025,CYB
INV02927,C00445,"P00117,P00096",17/04/2025,MK
INV02928,C01035,"P00507,P00481,P00162,P00406,P00145",02/11/2024,CYB
INV02929,C00041,"P00343,P00027,P00057,P00208,P00102",11/11/2024,TKO
INV02930,C01121,"P00117,P00096,P00393,P00376",11/10/2025,TKO
INV02931,C00499,"P00054,P00160",07/06/2024,TKO
INV02932,C00039,"P00317,P00336,P00218",12/05/2024,CYB
INV02933,C01023,"P00117,P00096",06/09/2024,TKO
INV02934,C01088,"P00061,P00536,P00063,P00428",14/06/2025,MK
INV02935,C00906,"P00117,P00096",12/08/2024,TKO
INV02936,C00975,"P00437,P00140,P00324",03/09/2025,TKO
INV02937,C00725,P00322,20/11/2024,TKO
INV02938,C00455,"P00045,P00018,P00490,P00183",11/11/2024,TKO
INV02939,C00283,"P00117,P00096,P00010,P00107",29/09/2025,TKO
INV02940,C00926,"P00008,P00040",28/05/2025,CYB
INV02941,C00828,P00193,10/04/2024,TKO
INV02942,C00765,"P00117,P00096",10/08/2025,CYB
INV02943,C00949,"P00427,P00093",14/09/2025,MK
INV02944,C01057,"P00117,P00096",06/11/2025,MK
INV02945,C00856,"P00264,P00519",02/04/2025,TKO
INV02946,C00564,"P00117,P00096,P00015",18/06/2025,CYB
INV02947,C00229,"P00117,P00096,P00467,P00079",27/12/2025,ST
INV02948,C00116,"P00406,P00035,P00065,P00163",08/02/2024,CYB
INV02949,C00926,"P00117,P00096,P00474,P00455",01/11/2024,MK
INV02950,C00228,"P00117,P00096",24/06/2024,CYB
INV02951,C00140,"P00410,P00022",20/02/2024,MK
INV02952,C00125,"P00467,P00125,P00470,P00313,P00422",10/10/2024,MK
INV02953,C00588,"P00305,P00270,P00309,P00323,P00047",19/06/2024,TKO
INV02954,C00731,"P00147,P00140,P00170,P00538",16/09/2025,TKO
INV02955,C00427,"P00433,P00305,P00014,P00302",14/05/2024,CYB
INV02956,C00842,P00343,08/11/2024,MK
INV02957,C00277,"P00117,P00096,P00402,P00071",24/04/2025,TKO
INV02958,C00785,"P00283,P00143",21/11/2024,MK
INV02959,C01002,"P00130,P00224,P00135",24/12/2024,TKO
INV02960,C00693,"P00087,P00192,P00466,P00065,P00471",10/06/2025,TKO
INV02961,C00670,"P00029,P00128,P00484,P00092,P00131",26/07/2025,ST
INV02962,C01086,"P00217,P00375",24/11/2024,TKO
INV02963,C00378,"P00117,P00096,P00517",22/01/2025,CYB
INV02964,C00754,"P00117,P00096,P00408,P00148",17/06/2024,CYB
INV02965,C00837,"P00117,P00096",10/11/2025,MK
INV02966,C00591,"P00043,P00133,P00150",05/03/2025,TKO
INV02967,C00774,"P00117,P00096",13/06/2025,MK
INV02968,C00791,P00332,16/02/2024,ST
INV02969,C00944,"P00020,P00341,P00507,P00144",15/08/2025,MK
INV02970,C00117,"P00312,P00439",03/07/2024,CYB
INV02971,C00269,"P00265,P00186",12/09/2024,CYB
INV02972,C01118,"P00248,P00306,P00071,P00494",07/11/2025,TKO
INV02973,C00642,"P00344,P00023,P00399",15/11/2025,CYB
INV02974,C00380,P00068,09/02/2024,TKO
INV02975,C00059,"P00117,P00096",29/07/2024,CYB
INV02976,C00102,"P00225,P00366,P00463,P00480,P00228",26/04/2025,CYB
INV02977,C00135,"P00109,P00427,P00461,P00519",17/10/2025,MK
INV02978,C00646,"P00509,P00464",27/10/2024,TKO
INV02979,C00641,"P00016,P00348,P00164",02/11/2025,TKO
INV02980,C00577,"P00198,P00369",15/06/2025,MK
INV02981,C00972,"P00490,P00236",21/06/2025,CYB
INV02982,C00687,"P00208,P00183,P00328",01/02/2025,TKO
INV02983,C00800,"P00117,P00096,P00141,P00004",25/06/2025,ST
INV02984,C00316,P00288,02/01/2025,TKO
INV02985,C00957,"P00117,P00096,P00327,P00080",09/12/2025,CYB
INV02986,C00566,"P00465,P00153",06/05/2024,CYB
INV02987,C00512,P00142,31/10/2024,TKO
INV02988,C00692,"P00117,P00096,P00186,P00016",15/10/2025,MK
INV02989,C00564,"P00117,P00096",03/04/2025,TKO
INV02990,C00260,"P00117,P00096,P00530",25/07/2025,MK
INV02991,C00201,"P00399,P00363,P00515,P00056,P00181",23/08/2024,MK
INV02992,C00765,"P00176,P00149,P00306,P00177,P00311",07/06/2024,MK
INV02993,C00305,"P00010,P00251,P00421,P00311",07/03/2024,CYB
INV02994,C01005,"P00117,P00096,P00101,P00081",13/07/2025,TKO
INV02995,C00684,P00530,08/10/2024,TKO
INV02996,C01005,"P00121,P00118,P00078",12/01/2024,TKO
INV02997,C01025,"P00235,P00105,P00175",18/04/2024,TKO
INV02998,C00020,"P00032,P00046,P00123,P00326",07/05/2025,TKO
INV02999,C00644,"P00117,P00096",05/09/2024,MK
INV03000,C00702,"P00199,P00224,P00418",18/05/2024,TKO
INV03001,C00929,"P00058,P00216,P00165",13/11/2024,TKO
INV03002,C00048,"P00226,P00313,P00077",03/08/2025,MK
INV03003,C00625,P00322,03/02/2024,TKO
INV03004,C00876,"P00251,P00113,P00495",28/11/2025,CYB
INV03005,C00083,"P00182,P00156",10/11/2025,TKO
INV03006,C00358,"P00298,P00049,P00131",30/12/2024,TKO
INV03007,C00063,"P00117,P00096,P00467,P00468",11/04/2024,MK
INV03008,C00755,"P00117,P00096",31/05/2024,MK
INV03009,C00477,"P00117,P00096",03/11/2025,CYB
INV03010,C00714,"P00522,P00320,P00014,P00511",21/11/2025,TKO
INV03011,C00851,"P00117,P00096,P00486,P00212",19/03/2025,MK
INV03012,C00769,"P00117,P00096,P00020,P00482",19/06/2025,TKO
INV03013,C00755,"P00117,P00096,P00175,P00463",07/06/2024,ST
INV03014,C00932,"P00401,P00089",09/06/2025,TKO
INV03015,C01106,"P00008,P00111",08/10/2025,MK
INV03016,C00588,"P00294,P00203,P00320,P00455",09/02/2024,CYB
INV03017,C00253,"P00138,P00252,P00510",14/08/2025,MK
INV03018,C00750,"P00262,P00482,P00158",14/12/2024,TKO
INV03019,C01068,"P00117,P00096,P00346",24/02/2024,CYB
INV03020,C01124,"P00475,P00260,P00089,P00490",10/03/2024,CYB
INV03021,C00308,"P00117,P00096,P00250,P00523",17/08/2024,CYB
INV03022,C00965,"P00117,P00096",14/01/2024,ST
INV03023,C00218,"P00473,P00498,P00245,P00099,P00454",01/10/2025,CYB
INV03024,C00678,"P00245,P00035,P00333,P00327",04/06/2025,CYB
INV03025,C00468,"P00039,P00001,P00248",28/03/2025,MK
INV03026,C00589,"P00138,P00367,P00273",22/07/2024,CYB
INV03027,C00252,"P00121,P00338",16/11/2025,CYB
INV03028,C00756,"P00060,P00231,P00239,P00027,P00442",22/03/2024,ST
INV03029,C00866,"P00424,P00294,P00057,P00104",16/12/2025,CYB
INV03030,C00414,"P00159,P00054,P00455",03/05/2025,CYB
INV03031,C01011,"P00512,P00418,P00357,P00106,P00531",20/12/2024,CYB
INV03032,C01033,"P00378,P00362,P00016,P00216",22/07/2024,CYB
INV03033,C00105,"P00070,P00345,P00131",23/09/2025,TKO
INV03034,C00638,P00197,09/03/2025,ST
INV03035,C00720,"P00117,P00010,P00122,P00044,P00073",12/10/2025,CYB
INV03036,C00572,"P00117,P00096",30/09/2025,MK
INV03037,C00369,"P00415,P00365,P00238",07/11/2025,CYB
INV03038,C00147,"P00219,P00315,P00406,P00350",15/06/2025,TKO
INV03039,C00401,P00308,24/11/2025,TKO
INV03040,C00678,"P00231,P00464",28/10/2024,MK
INV03041,C00469,"P00238,P00070,P00506,P00286,P00418",11/02/2025,TKO
INV03042,C00222,"P00479,P00294",25/10/2024,TKO
INV03043,C01081,P00008,03/04/2024,TKO
INV03044,C00233,"P00422,P00151,P00249",07/06/2024,MK
INV03045,C00840,"P00117,P00096,P00424,P00063",24/07/2024,TKO
INV03046,C01047,"P00168,P00103",07/04/2025,TKO
INV03047,C00166,P00479,30/01/2024,CYB
INV03048,C00290,"P00117,P00096,P00232",01/02/2024,MK
INV03049,C00536,"P00064,P00087",17/02/2025,CYB
INV03050,C00701,P00109,03/12/2025,ST
INV03051,C00429,"P00050,P00298",25/09/2025,TKO
INV03052,C00420,"P00408,P00052,P00344,P00204",26/07/2025,MK
INV03053,C00485,"P00117,P00096",20/01/2024,CYB
INV03054,C01002,"P00103,P00317,P00255",24/06/2025,MK
INV03055,C00078,P00040,24/03/2024,CYB
INV03056,C00380,"P00117,P00096,P00233,P00457",06/11/2024,CYB
INV03057,C01078,"P00223,P00002,P00078",17/08/2024,ST
INV03058,C00057,"P00117,P00096,P00457,P00217",22/04/2024,TKO
INV03059,C00631,"P00320,P00425,P00451,P00306",24/05/2024,ST
INV03060,C00791,P00006,13/06/2024,TKO
INV03061,C00568,"P00117,P00096,P00257",17/08/2025,CYB
INV03062,C00196,"P00190,P00134,P00270,P00344",06/03/2024,TKO
INV03063,C00452,"P00383,P00469,P00391,P00021",18/01/2025,TKO
INV03064,C00846,"P00131,P00211",18/10/2025,ST
INV03065,C00481,"P00481,P00366,P00388,P00413,P00440",21/02/2024,TKO
INV03066,C00722,P00185,09/07/2024,MK
INV03067,C00745,"P00223,P00148,P00297",16/04/2025,TKO
INV03068,C00337,"P00117,P00096",20/01/2025,CYB
INV03069,C00421,"P00162,P00074,P00121,P00043,P00443",31/07/2024,TKO
INV03070,C00960,"P00122,P00144,P00262",17/03/2025,MK
INV03071,C00600,"P00117,P00096,P00119,P00138",20/09/2025,MK
INV03072,C00545,P00498,24/11/2025,TKO
INV03073,C00638,"P00316,P00080,P00303",09/11/2025,CYB
INV03074,C00429,"P00182,P00091,P00043,P00478",17/04/2024,TKO
INV03075,C00012,"P00186,P00108",12/03/2024,CYB
INV03076,C00590,"P00142,P00147",04/08/2024,TKO
INV03077,C00438,"P00346,P00234,P00482,P00220",31/01/2024,TKO
INV03078,C00324,P00146,11/12/2024,CYB
INV03079,C00806,P00154,18/12/2025,MK
INV03080,C00249,"P00457,P00306,P00530,P00296,P00416",20/06/2025,CYB
INV03081,C00633,"P00256,P00015",29/11/2024,MK
INV03082,C00424,"P00149,P00429",29/12/2025,TKO
INV03083,C00399,"P00117,P00096,P00449,P00070",05/11/2025,MK
